,disease,inform_slots
Fracture of the pelvis,Fracture of the pelvis,"['delusions or hallucinations', 'hip pain', 'groin pain', 'problems with movement', 'bones are painful', 'focal weakness','back pain', 'side pain']"
Fracture of the pelvis,Fracture of the pelvis,"['hip pain', 'problems with movement', 'ache all over', 'focal weakness', 'groin pain','bones are painful', 'delusions or hallucinations']"
Fracture of the pelvis,Fracture of the pelvis,"['focal weakness', 'bones are painful', 'delusions or hallucinations', 'problems with movement','back pain', 'hip pain']"
Fracture of the pelvis,Fracture of the pelvis,"['difficulty speaking', 'leg pain', 'ache all over', 'side pain', 'back pain','hip pain', 'groin pain']"
Fracture of the pelvis,Fracture of the pelvis,"['hip pain', 'leg pain', 'bones are painful', 'groin pain', 'side pain', 'ache all over','knee pain', 'back pain']"
Fracture of the rib,Fracture of the rib,"['sharp chest pain', 'hurts to breath', 'rib pain', 'hip pain','bones are painful', 'shoulder pain']"
Fracture of the rib,Fracture of the rib,"['hip pain', 'sharp chest pain', 'shoulder pain', 'side pain', 'back pain','rib pain', 'shortness of breath']"
Fracture of the rib,Fracture of the rib,"['shoulder pain', 'hip pain', 'back pain', 'sharp chest pain','shortness of breath', 'rib pain']"
Fracture of the rib,Fracture of the rib,"['hurts to breath', 'rib pain', 'side pain', 'hip pain', 'shortness of breath', 'back pain','shoulder pain', 'sharp chest pain']"
Fracture of the rib,Fracture of the rib,"['shoulder pain', 'shortness of breath', 'sharp chest pain', 'arm pain', 'rib pain', 'side pain','ache all over', 'back pain']"
Fracture of the rib,Fracture of the rib,"['rib pain', 'back pain', 'hurts to breath', 'shoulder pain', 'ache all over', 'arm pain','sharp chest pain', 'shortness of breath']"
Fracture of the rib,Fracture of the rib,"['hurts to breath', 'rib pain', 'sharp chest pain', 'arm pain', 'back mass or lump', 'bones are painful','back pain', 'ache all over']"
Fracture of the rib,Fracture of the rib,"['rib pain', 'ache all over', 'shoulder pain', 'bones are painful', 'sharp chest pain','back mass or lump', 'shortness of breath']"
Fracture of the rib,Fracture of the rib,"['bones are painful', 'back mass or lump', 'hurts to breath', 'arm pain','back pain', 'rib pain']"
Fracture of the rib,Fracture of the rib,"['hurts to breath', 'side pain', 'shoulder pain', 'ache all over', 'back pain','rib pain', 'sharp chest pain']"
Fracture of the rib,Fracture of the rib,"['rib pain', 'side pain', 'hip pain', 'sharp chest pain', 'shoulder pain', 'back pain','shortness of breath', 'arm pain']"
Allergy,Allergy,"['allergic reaction', 'skin swelling', 'skin rash', 'fluid retention','swollen tongue', 'abnormal appearing skin']"
Allergy,Allergy,"['fluid retention', 'allergic reaction', 'abnormal appearing skin', 'peripheral edema', 'itching of skin','skin rash', 'lip swelling']"
Allergy,Allergy,"['abnormal appearing skin', 'fluid retention', 'itching of skin', 'allergic reaction','skin swelling', 'skin rash']"
Allergy,Allergy,"['itchiness of eye', 'skin rash', 'itching of skin', 'fluid retention', 'lip swelling', 'peripheral edema','abnormal appearing skin', 'allergic reaction']"
Allergy,Allergy,"['allergic reaction', 'lip swelling', 'cough', 'swollen eye', 'skin rash', 'peripheral edema','abnormal appearing skin', 'itching of skin']"
Allergy,Allergy,"['skin rash', 'itching of skin', 'itchiness of eye', 'peripheral edema', 'lip swelling', 'cough','allergic reaction', 'skin swelling']"
Allergy,Allergy,"['skin swelling', 'skin rash', 'allergic reaction', 'swollen eye', 'fluid retention', 'swollen tongue','itching of skin', 'cough']"
Allergy,Allergy,"['skin rash', 'cough', 'abnormal appearing skin', 'swollen tongue', 'allergic reaction','fluid retention', 'lip swelling']"
Allergy,Allergy,"['swollen tongue', 'fluid retention', 'skin swelling', 'swollen eye','itching of skin', 'skin rash']"
Allergy,Allergy,"['skin swelling', 'itching of skin', 'peripheral edema', 'cough', 'abnormal appearing skin','skin rash', 'allergic reaction']"
Allergy,Allergy,"['skin rash', 'itching of skin', 'fluid retention', 'allergic reaction', 'abnormal appearing skin', 'cough','lip swelling', 'swollen eye']"
Concussion,Concussion,"['dizziness', 'facial pain', 'headache', 'rib pain','difficulty speaking', 'disturbance of memory']"
Concussion,Concussion,"['rib pain', 'dizziness', 'disturbance of memory', 'vomiting', 'neck pain','headache', 'facial pain']"
Concussion,Concussion,"['dizziness', 'rib pain', 'neck pain', 'vomiting','facial pain', 'headache']"
Concussion,Concussion,"['sleepiness', 'headache', 'vomiting', 'rib pain', 'facial pain', 'neck pain','disturbance of memory', 'dizziness']"
Concussion,Concussion,"['dizziness', 'facial pain', 'disturbance of memory', 'back pain', 'headache', 'vomiting','nausea', 'neck pain']"
Concussion,Concussion,"['headache', 'neck pain', 'sleepiness', 'vomiting', 'back pain', 'nausea','dizziness', 'facial pain']"
Concussion,Concussion,"['facial pain', 'headache', 'dizziness', 'back pain', 'double vision', 'difficulty speaking','neck pain', 'nausea']"
Concussion,Concussion,"['headache', 'nausea', 'disturbance of memory', 'difficulty speaking', 'dizziness','double vision', 'back pain']"
Concussion,Concussion,"['difficulty speaking', 'double vision', 'facial pain', 'back pain','neck pain', 'headache']"
Concussion,Concussion,"['sleepiness', 'vomiting', 'disturbance of memory', 'nausea', 'neck pain','headache', 'dizziness']"
Concussion,Concussion,"['headache', 'vomiting', 'double vision', 'dizziness', 'disturbance of memory', 'neck pain','nausea', 'back pain']"
Epidural hemorrhage,Epidural hemorrhage,"['depressive or psychotic symptoms', 'diminished hearing', 'back pain', 'low back weakness','wrist weakness', 'dizziness']"
Epidural hemorrhage,Epidural hemorrhage,"['low back weakness', 'depressive or psychotic symptoms', 'leg pain', 'dizziness', 'side pain','back pain', 'diminished hearing']"
Epidural hemorrhage,Epidural hemorrhage,"['dizziness', 'elbow weakness', 'side pain', 'depressive or psychotic symptoms','diminished hearing', 'back pain']"
Epidural hemorrhage,Epidural hemorrhage,"['low back weakness', 'back pain', 'side pain', 'excessive growth', 'diminished hearing', 'depressive or psychotic symptoms','dizziness', 'leg pain']"
Epidural hemorrhage,Epidural hemorrhage,"['depressive or psychotic symptoms', 'elbow weakness', 'leg pain', 'diminished hearing', 'back pain', 'dizziness','excessive growth', 'side pain']"
Epidural hemorrhage,Epidural hemorrhage,"['back pain', 'side pain', 'elbow weakness', 'dizziness', 'wrist weakness', 'leg pain','depressive or psychotic symptoms', 'diminished hearing']"
Epidural hemorrhage,Epidural hemorrhage,"['diminished hearing', 'back pain', 'depressive or psychotic symptoms', 'leg pain', 'wrist weakness', 'emotional symptoms','side pain', 'dizziness']"
Epidural hemorrhage,Epidural hemorrhage,"['back pain', 'dizziness', 'leg pain', 'wrist weakness', 'depressive or psychotic symptoms','emotional symptoms', 'diminished hearing']"
Epidural hemorrhage,Epidural hemorrhage,"['emotional symptoms', 'wrist weakness', 'diminished hearing', 'leg pain','side pain', 'back pain']"
Epidural hemorrhage,Epidural hemorrhage,"['elbow weakness', 'dizziness', 'diminished hearing', 'leg pain', 'side pain','back pain', 'depressive or psychotic symptoms']"
Epidural hemorrhage,Epidural hemorrhage,"['back pain', 'side pain', 'feeling hot and cold', 'depressive or psychotic symptoms', 'dizziness', 'leg pain','excessive growth', 'diminished hearing']"
Corneal abrasion,Corneal abrasion,"['eye redness', 'eye burns or stings', 'pain in eye', 'eyelid swelling','eyelid lesion or rash', 'diminished vision']"
Corneal abrasion,Corneal abrasion,"['eyelid swelling', 'pain in eye', 'lacrimation', 'swollen eye', 'symptoms of eye','eye redness', 'eye burns or stings']"
Corneal abrasion,Corneal abrasion,"['diminished vision', 'itchiness of eye', 'symptoms of eye', 'eye redness','eye burns or stings', 'pain in eye']"
Corneal abrasion,Corneal abrasion,"['eyelid swelling', 'pain in eye', 'symptoms of eye', 'itchiness of eye', 'foreign body sensation in eye', 'swollen eye','diminished vision', 'eye redness']"
Corneal abrasion,Corneal abrasion,"['symptoms of eye', 'eye burns or stings', 'diminished vision', 'lacrimation', 'pain in eye', 'swollen eye','foreign body sensation in eye', 'eye redness']"
Corneal abrasion,Corneal abrasion,"['pain in eye', 'symptoms of eye', 'itchiness of eye', 'swollen eye', 'foreign body sensation in eye', 'lacrimation','eye redness', 'eye burns or stings']"
Corneal abrasion,Corneal abrasion,"['eye burns or stings', 'pain in eye', 'symptoms of eye', 'foreign body sensation in eye', 'white discharge from eye', 'eyelid lesion or rash','eye redness', 'lacrimation']"
Corneal abrasion,Corneal abrasion,"['pain in eye', 'lacrimation', 'diminished vision', 'eyelid lesion or rash', 'eye redness','white discharge from eye', 'foreign body sensation in eye']"
Corneal abrasion,Corneal abrasion,"['eyelid lesion or rash', 'white discharge from eye', 'eye burns or stings', 'foreign body sensation in eye','eye redness', 'pain in eye']"
Corneal abrasion,Corneal abrasion,"['itchiness of eye', 'symptoms of eye', 'lacrimation', 'diminished vision', 'swollen eye','pain in eye', 'eye redness']"
Corneal abrasion,Corneal abrasion,"['pain in eye', 'swollen eye', 'eyelid swelling', 'eye redness', 'diminished vision', 'lacrimation','foreign body sensation in eye', 'symptoms of eye']"
